# ROAD NETWORK GRAPH - TIRANA, ALBANIA
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 9,433; E = 18,365;
source,target,weight
1843574824,1843574841,11.13
1843574841,1843574824,11.13
1843574841,1843574770,10.12
1843574770,1843574841,10.12
1843574770,4658919296,47.08
4658919296,1843574770,47.08
4658919296,4659447130,28.80
4659447130,4658919296,28.80
4659447130,1843574675,7.61
1843574675,4659447130,7.61
4658919126,6938555183,30.11
6938555183,4658919126,30.11
6938555183,1843574819,6.42
1843574819,6938555183,6.42
1843574819,1843574771,35.52
1843574771,1843574819,35.52
1843574925,5624385781,20.58
5624385781,5624385782,10.30
5624385782,5624385783,5.53
5624385783,5624228729,9.55
5624228729,5884527304,27.55
5884527304,5884527303,8.51
5884527303,5884527302,20.77
5884527302,5884527301,5.96
5884527301,13006906659,3.03
13006906659,6821302531,1.85
6821302531,4658918327,1.54
4658918327,1843575021,5.33
1843574991,6938557386,24.20
6938557386,1843574991,24.20
6938557386,4658919300,22.63
4658919300,6938557386,22.63
4658919300,6938557387,19.91
6938557387,4658919300,19.91
6938557387,4659466152,21.50
4659466152,6938557387,21.50
4659466152,1843574770,7.23
1843574770,4659466152,7.23
4658918776,4658918797,10.37
4658918797,4658918776,10.37
4658918797,4658918798,5.49
4658918798,4658918797,5.49
4658918798,4658918799,6.94
4658918799,4658918798,6.94
4658918799,4658918800,5.06
4658918800,4658918799,5.06
4658918800,4658918801,9.94
4658918801,4658918800,9.94
4658918801,4658918802,5.07
4658918802,4658918801,5.07
4658918802,4658918803,15.44
4658918803,4658918802,15.44
4658918803,1843574831,24.78
1843574831,4658918803,24.78
1843778436,4546486641,5.70
4546486641,1843778436,5.70
4546486641,11117945029,23.55
11117945029,4546486641,23.55
11117945029,5320306894,5.99
5320306894,11117945029,5.99
5320306894,4546506955,58.32
4546506955,5320306894,58.32
4546506955,1863305535,22.04
